year,state,month,number,date
2016,Piaui,Dezembro,374,2016-12-01
2016,Sergipe,Janeiro,9,2016-01-01
2016,Sergipe,Fevereiro,22,2016-02-01
2016,Sergipe,Mar�o,26,2016-03-01
2016,Sergipe,Abril,14,2016-04-01
2016,Sergipe,Maio,9,2016-05-01
2016,Sergipe,Junho,1,2016-06-01
2016,Sergipe,Julho,0,2016-07-01
2016,Sergipe,Agosto,6,2016-08-01
2016,Sergipe,Setembro,2,2016-09-01
2016,Sergipe,Outubro,10,2016-10-01
2016,Sergipe,Novembro,17,2016-11-01
2016,Sergipe,Dezembro,36,2016-12-01
2017,Alagoas,Janeiro,38,2017-01-01
2017,Alagoas,Janeiro,38,2017-01-01
2017,Alagoas,Fevereiro,21,2017-02-01
2017,Alagoas,Mar�o,23,2017-03-01
2017,Alagoas,Abril,7,2017-04-01
2017,Alagoas,Maio,1,2017-05-01
2017,Alagoas,Junho,2,2017-06-01
2017,Alagoas,Julho,0,2017-07-01
2017,Alagoas,Agosto,1,2017-08-01
2017,Alagoas,Setembro,4,2017-09-01
2017,Alagoas,Outubro,14,2017-10-01
2017,Alagoas,Novembro,10,2017-11-01
2017,Bahia,Janeiro,154,2017-01-01
2017,Bahia,Fevereiro,100,2017-02-01
2017,Bahia,Mar�o,163,2017-03-01
2017,Bahia,Abril,94,2017-04-01
2017,Bahia,Maio,121,2017-05-01
2017,Bahia,Junho,329,2017-06-01
2017,Bahia,Julho,300,2017-07-01
2017,Bahia,Agosto,1018,2017-08-01
2017,Bahia,Setembro,1791,2017-09-01
2017,Bahia,Outubro,4005,2017-10-01
2017,Bahia,Novembro,174,2017-11-01
2017,Ceara,Janeiro,91,2017-01-01
2017,Ceara,Fevereiro,9,2017-02-01
2017,Ceara,Mar�o,4,2017-03-01
2017,Ceara,Abril,6,2017-04-01
2017,Ceara,Maio,9,2017-05-01
2017,Ceara,Junho,23,2017-06-01
2017,Ceara,Julho,26,2017-07-01
2017,Ceara,Agosto,121,2017-08-01
2017,Ceara,Setembro,505,2017-09-01
2017,Ceara,Outubro,949,2017-10-01
2017,Ceara,Novembro,812,2017-11-01
2017,Maranhao,Janeiro,187,2017-01-01
2017,Maranhao,Fevereiro,47,2017-02-01
2017,Maranhao,Mar�o,32,2017-03-01
2017,Maranhao,Abril,91,2017-04-01
2017,Maranhao,Maio,142,2017-05-01
2017,Maranhao,Junho,885,2017-06-01
2017,Maranhao,Julho,2521,2017-07-01
2017,Maranhao,Agosto,3875,2017-08-01
2017,Maranhao,Setembro,14825,2017-09-01
2017,Maranhao,Outubro,6011,2017-10-01
2017,Maranhao,Novembro,2.3,2017-11-01
2017,Paraiba,Janeiro,23,2017-01-01
2017,Paraiba,Fevereiro,8,2017-02-01
2017,Paraiba,Mar�o,2,2017-03-01
2017,Paraiba,Abril,1,2017-04-01
2017,Paraiba,Maio,1,2017-05-01
2017,Paraiba,Junho,0,2017-06-01
2017,Paraiba,Julho,2,2017-07-01
2017,Paraiba,Agosto,3,2017-08-01
2017,Paraiba,Setembro,30,2017-09-01
2017,Paraiba,Outubro,123,2017-10-01
2017,Paraiba,Novembro,101,2017-11-01
2017,Pernambuco,Janeiro,52,2017-01-01
2017,Pernambuco,Fevereiro,23,2017-02-01
2017,Pernambuco,Mar�o,7,2017-03-01
2017,Pernambuco,Abril,9,2017-04-01
2017,Pernambuco,Maio,13,2017-05-01
2017,Pernambuco,Junho,5,2017-06-01
2017,Pernambuco,Julho,2,2017-07-01
2017,Pernambuco,Agosto,20,2017-08-01
2017,Pernambuco,Setembro,69,2017-09-01
2017,Pernambuco,Outubro,256,2017-10-01
2017,Pernambuco,Novembro,66,2017-11-01
2017,Piaui,Janeiro,85,2017-01-01
2017,Piaui,Fevereiro,24,2017-02-01
2017,Piaui,Mar�o,25,2017-03-01
2017,Piaui,Abril,25,2017-04-01
2017,Piaui,Maio,36,2017-05-01
2017,Piaui,Junho,193,2017-06-01
2017,Piaui,Julho,643,2017-07-01
2017,Piaui,Agosto,1572,2017-08-01
2017,Piaui,Setembro,3422,2017-09-01
2017,Piaui,Outubro,3004,2017-10-01
2017,Piaui,Novembro,449,2017-11-01
2017,Sergipe,Janeiro,31,2017-01-01
2017,Sergipe,Fevereiro,18,2017-02-01
2017,Sergipe,Mar�o,16,2017-03-01
2017,Sergipe,Abril,8,2017-04-01
2017,Sergipe,Maio,1,2017-05-01
2017,Sergipe,Junho,0,2017-06-01
2017,Sergipe,Julho,0,2017-07-01
2017,Sergipe,Agosto,0,2017-08-01
2017,Sergipe,Setembro,0,2017-09-01
2017,Sergipe,Outubro,0,2017-10-01
2017,Sergipe,Novembro,1,2017-11-01
